5013347;Sukhvinder S. Bamber;;;;;;homepages/55/8038;01/05/2010;;;;;Home Page;;
6159387;Nishan Perera;;;;;;homepages/230/7244;29/11/2018;;;;;Home Page;;
5707896;Manuelo Peppucci;;;;;;homepages/168/0383;16/09/2015;;;;;Home Page;;
5732555;Ming-Kuang Daniel Wu;;;;;;homepages/235/6951;15/02/2019;;;;;Home Page;;
4577843;Paolo Gargini;;;;;;homepages/164/1079;23/06/2015;;;;;Home Page;;
3906932;Mikael Olofsson;;;;;;homepages/48/3551;10/06/2009;;;;;Home Page;;
3715132;Karen Morris;;;;;;homepages/71/8149;01/06/2010;;;;;Home Page;;
3747223;Stavros A. Kotsopoulos|Stavros Kotsopoulos;;;;;;homepages/09/733;31/10/2014;University of Patras, Department of Electrical and Computer Engineering;;affiliation;;Home Page;http://www.wltl.ee.upatras.gr/Stauros%20Kotsopoulos.htm;
5203850;Jens Ormö;;;;;;homepages/00/3758;10/06/2009;;;;;Home Page;;
5809134;Hsin-Chan Tsai;;;;;;homepages/39/8121;27/05/2010;;;;;Home Page;;
4792579;Louise Angelo Roberto;;;;;;homepages/160/7349;27/03/2015;;;;;Home Page;;
5202433;Wenceslas Godard;;;;;;homepages/00/5033;10/06/2009;;;;;Home Page;;
4839816;Giuseppina La Rosa;;;;;;homepages/327/8009;31/08/2022;;;;;Home Page;;
4994803;Linya Ma;;;;;;homepages/217/4694;16/04/2018;;;;;Home Page;;
5979879;Gordon Bingham;;;;;;homepages/300/4796;27/08/2021;;;;;Home Page;;
5003915;Nuri Baran Ayana;;;;;;homepages/283/8456;27/01/2021;;;;;Home Page;;
6186961;Andrew Rechnitzer;;;;;;homepages/16/2360;15/02/2022;;;;;Home Page;https://orcid.org/0000-0002-4386-3207|https://www.wikidata.org/entity/Q80106019|https://zbmath.org/authors/?q=ai:rechnitzer.andrew-daniel;
4033607;Katherine Treiman;;;;;;homepages/186/4178;28/09/2016;;;;;Home Page;;
4231752;Dararat Srisai;;;;;;homepages/70/7955;24/03/2010;;;;;Home Page;;
3190503;Blanka Magyari-Köpe;;;;;;homepages/132/0502;10/07/2013;;;;;Home Page;;
3196652;Bo-Ming Chen;;;;;;homepages/137/1549;14/11/2013;;;;;Home Page;;
3353999;Fan Chen 0002;;;;;;homepages/38/4539-2;01/02/2021;Japan Advanced Institute of Science and Technology, Ishikawa-ken, Japan;;affiliation;;Home Page;;
3626235;Nabil Elnady;;;;;;homepages/37/2334;09/06/2009;;;;;Home Page;;
4561775;Feixia Min;;;;;;homepages/229/7798;13/11/2018;;;;;Home Page;;
4240974;Masaki Oikawa;;;;;;homepages/70/7740;16/01/2010;;;;;Home Page;;
4580009;Aamir M. Khan;;;;;;homepages/164/0509;23/06/2015;;;;;Home Page;;
3310542;Saulo S. de Toledo;;;;;;homepages/150/4547;10/09/2014;;;;;Home Page;;
5699381;Nauman Khalid Qureshi;;;;;;homepages/204/8691;23/08/2017;;;;;Home Page;;
3423122;Don Sung Oh;;;;;;homepages/265/9305;26/05/2020;;;;;Home Page;;
3603155;Andrea L. Overman;;;;;;homepages/79/1458;09/06/2009;;;;;Home Page;;
3945610;Vladimir Shibanov;;;;;;homepages/273/2472;27/08/2020;;;;;Home Page;;
5904554;Kun-liang Chen;;;;;;homepages/62/1079;09/06/2009;;;;;Home Page;;
4813116;Kaiyue Wen;;;;;;homepages/322/0395;13/06/2022;;;;;Home Page;;
5751759;Zheru Yu;;;;;;homepages/325/7704;04/08/2022;;;;;Home Page;;
4750167;Yuk-Wong Choi;;;;;;homepages/30/3383;10/06/2009;;;;;Home Page;;
4898476;Carl-Johan Ivarsson;;;;;;homepages/118/6852;17/09/2012;;;;;Home Page;;
4723292;Henry J. Borron;;;;;;homepages/53/2324;09/06/2009;;;;;Home Page;;
3404812;Fernanda Rauber;;;;;;homepages/286/6442;02/03/2021;;;;;Home Page;;
